Source,Target,Types,Weight
Aholming,Thundorf,BS C,2
Aholming,Neuses an der Regnitz,BS C,2
Aholming,Roggwil,BS C,2
Aholming,Merklingen,BS C,2
Oberpöring,Gilsenöd,BS C,1
Oberpöring,Thundorf,BS C,3
Oberpöring,Neuses an der Regnitz,BS C,3
Oberpöring,Roggwil,BS C,3
Oberpöring,Merklingen,BS C,3
Gilsenöd,Thundorf,BS C,1
Gilsenöd,Neuses an der Regnitz,BS C,1
Gilsenöd,Roggwil,BS C,1
Gilsenöd,Merklingen,BS C,1
Thundorf,Neuses an der Regnitz,BS C,4
Thundorf,Roggwil,BS C,4
Thundorf,Merklingen,BS C,4
Neuses an der Regnitz,Roggwil,BS C,37
Neuses an der Regnitz,Merklingen,BS C,22
Roggwil,Merklingen,BS C,22
Windisch,Bern,BS D,1
Windisch,Niederbipp,BS D,1
Windisch,Avenches,BS D,3
Windisch,Rheinau,BS D,3
Windisch,Altenburg-Rheinau,BS D,3
Windisch,Teisendorf,BS D,3
Windisch,Balsthal,BS D,1
Windisch,Manching,BS D,1
Windisch,Karlstein,BS D,1
Windisch,Pfaffenhofen-Trappeleacker,BS D,1
Windisch,Salzburg Stadt,BS D,1
Windisch,Mont Beuvray,BS D,1
Windisch,Oberpöring,BS D,1
Windisch,Roggwil,BS D,3
Windisch,Merklingen,BS D,3
Bern,Niederbipp,BS D,1
Bern,Avenches,BS D,1
Bern,Rheinau,BS D,1
Bern,Altenburg-Rheinau,BS D,1
Bern,Teisendorf,BS D,1
Bern,Balsthal,BS D,1
Bern,Manching,BS D,1
Bern,Karlstein,BS D,1
Bern,Pfaffenhofen-Trappeleacker,BS D,1
Bern,Salzburg Stadt,BS D,1
Bern,Mont Beuvray,BS D,1
Bern,Oberpöring,BS D,1
Bern,Roggwil,BS D,1
Bern,Merklingen,BS D,1
Niederbipp,Avenches,BS D,1
Niederbipp,Rheinau,BS D,1
Niederbipp,Altenburg-Rheinau,BS D,1
Niederbipp,Teisendorf,BS D,1
Niederbipp,Balsthal,BS D,1
Niederbipp,Manching,BS D,1
Niederbipp,Karlstein,BS D,1
Niederbipp,Pfaffenhofen-Trappeleacker,BS D,1
Niederbipp,Salzburg Stadt,BS D,1
Niederbipp,Mont Beuvray,BS D,1
Niederbipp,Oberpöring,BS D,1
Niederbipp,Roggwil,BS D,1
Niederbipp,Merklingen,BS D,1
Avenches,Rheinau,BS D,5
Avenches,Altenburg-Rheinau,BS D,5
Avenches,Teisendorf,BS D,4
Avenches,Balsthal,BS D,1
Avenches,Manching,BS D,1
Avenches,Karlstein,BS D,1
Avenches,Pfaffenhofen-Trappeleacker,BS D,1
Avenches,Salzburg Stadt,BS D,1
Avenches,Mont Beuvray,BS D,1
Avenches,Oberpöring,BS D,1
Avenches,Roggwil,BS D,5
Avenches,Merklingen,BS D,5
Rheinau,Altenburg-Rheinau,BS D,16
Rheinau,Teisendorf,BS D,4
Rheinau,Balsthal,BS D,1
Rheinau,Manching,BS D,1
Rheinau,Karlstein,BS D,1
Rheinau,Pfaffenhofen-Trappeleacker,BS D,1
Rheinau,Salzburg Stadt,BS D,1
Rheinau,Mont Beuvray,BS D,1
Rheinau,Oberpöring,BS D,1
Rheinau,Roggwil,BS D,12
Rheinau,Merklingen,BS D,15
Altenburg-Rheinau,Teisendorf,BS D,4
Altenburg-Rheinau,Balsthal,BS D,1
Altenburg-Rheinau,Manching,BS D,1
Altenburg-Rheinau,Karlstein,BS D,1
Altenburg-Rheinau,Pfaffenhofen-Trappeleacker,BS D,1
Altenburg-Rheinau,Salzburg Stadt,BS D,1
Altenburg-Rheinau,Mont Beuvray,BS D,1
Altenburg-Rheinau,Oberpöring,BS D,1
Altenburg-Rheinau,Roggwil,BS D,12
Altenburg-Rheinau,Merklingen,BS D,15
Teisendorf,Balsthal,BS D,1
Teisendorf,Manching,BS D,1
Teisendorf,Karlstein,BS D,1
Teisendorf,Pfaffenhofen-Trappeleacker,BS D,1
Teisendorf,Salzburg Stadt,BS D,1
Teisendorf,Mont Beuvray,BS D,1
Teisendorf,Oberpöring,BS D,1
Teisendorf,Roggwil,BS D,4
Teisendorf,Merklingen,BS D,4
Balsthal,Manching,BS D,1
Balsthal,Karlstein,BS D,1
Balsthal,Pfaffenhofen-Trappeleacker,BS D,1
Balsthal,Salzburg Stadt,BS D,1
Balsthal,Mont Beuvray,BS D,1
Balsthal,Oberpöring,BS D,1
Balsthal,Roggwil,BS D,1
Balsthal,Merklingen,BS D,1
Manching,Karlstein,BS D,1
Manching,Pfaffenhofen-Trappeleacker,BS D,1
Manching,Salzburg Stadt,BS D,1
Manching,Mont Beuvray,BS D,1
Manching,Oberpöring,BS D,1
Manching,Roggwil,BS D,1
Manching,Merklingen,BS D,1
Karlstein,Pfaffenhofen-Trappeleacker,BS D,1
Karlstein,Salzburg Stadt,BS D,1
Karlstein,Mont Beuvray,BS D,1
Karlstein,Oberpöring,BS D,1
Karlstein,Roggwil,BS D,1
Karlstein,Merklingen,BS D,1
Pfaffenhofen-Trappeleacker,Salzburg Stadt,BS D,1
Pfaffenhofen-Trappeleacker,Mont Beuvray,BS D,1
Pfaffenhofen-Trappeleacker,Oberpöring,BS D,1
Pfaffenhofen-Trappeleacker,Roggwil,BS D,1
Pfaffenhofen-Trappeleacker,Merklingen,BS D,1
Salzburg Stadt,Mont Beuvray,BS D,1
Salzburg Stadt,Oberpöring,BS D,1
Salzburg Stadt,Roggwil,BS D,1
Salzburg Stadt,Merklingen,BS D,1
Mont Beuvray,Oberpöring,BS D,1
Mont Beuvray,Roggwil,BS D,1
Mont Beuvray,Merklingen,BS D,1
Oberpöring,Roggwil,BS D,1
Oberpöring,Merklingen,BS D,1
Roggwil,Merklingen,BS D,12
Windisch,Rheinau,BS E,1
Windisch,Stradonice Oppidum,BS E,1
Windisch,Egglfing,BS E,1
Windisch,Teisendorf,BS E,1
Windisch,Sättelstädt,BS E,1
Windisch,Balsthal,BS E,1
Windisch,Titelberg,BS E,1
Windisch,Manching,BS E,1
Windisch,Dorfen Niederham,BS E,1
Windisch,Langenpreising Zustorf,BS E,1
Windisch,Telfs Schlossbichl,BS E,1
Windisch,Salzburg Stadt,BS E,1
Windisch,Salzburg,BS E,1
Windisch,Karlstein,BS E,1
Windisch,Cífer-Pác,BS E,1
Windisch,Třísov,BS E,1
Windisch,Mainburg,BS E,1
Windisch,Altenburg-Rheinau,BS E,1
Windisch,Oberpöring,BS E,1
Windisch,Aholming,BS E,1
Windisch,Alttiefenweg,BS E,1
Windisch,Haunersdorf,BS E,1
Windisch,Moos,BS E,1
Windisch,Pankofen,BS E,1
Windisch,Langenisarhofen,BS E,1
Windisch,Gilsenöd,BS E,1
Rheinau,Stradonice Oppidum,BS E,1
Rheinau,Egglfing,BS E,1
Rheinau,Teisendorf,BS E,1
Rheinau,Sättelstädt,BS E,1
Rheinau,Balsthal,BS E,1
Rheinau,Titelberg,BS E,1
Rheinau,Manching,BS E,1
Rheinau,Dorfen Niederham,BS E,1
Rheinau,Langenpreising Zustorf,BS E,1
Rheinau,Telfs Schlossbichl,BS E,1
Rheinau,Salzburg Stadt,BS E,1
Rheinau,Salzburg,BS E,1
Rheinau,Karlstein,BS E,1
Rheinau,Cífer-Pác,BS E,1
Rheinau,Třísov,BS E,1
Rheinau,Mainburg,BS E,1
Rheinau,Altenburg-Rheinau,BS E,1
Rheinau,Oberpöring,BS E,1
Rheinau,Aholming,BS E,1
Rheinau,Alttiefenweg,BS E,1
Rheinau,Haunersdorf,BS E,1
Rheinau,Moos,BS E,1
Rheinau,Pankofen,BS E,1
Rheinau,Langenisarhofen,BS E,1
Rheinau,Gilsenöd,BS E,1
Stradonice Oppidum,Egglfing,BS E,5
Stradonice Oppidum,Teisendorf,BS E,12
Stradonice Oppidum,Sättelstädt,BS E,2
Stradonice Oppidum,Balsthal,BS E,1
Stradonice Oppidum,Titelberg,BS E,1
Stradonice Oppidum,Manching,BS E,12
Stradonice Oppidum,Dorfen Niederham,BS E,1
Stradonice Oppidum,Langenpreising Zustorf,BS E,1
Stradonice Oppidum,Telfs Schlossbichl,BS E,1
Stradonice Oppidum,Salzburg Stadt,BS E,1
Stradonice Oppidum,Salzburg,BS E,2
Stradonice Oppidum,Karlstein,BS E,1
Stradonice Oppidum,Cífer-Pác,BS E,2
Stradonice Oppidum,Třísov,BS E,1
Stradonice Oppidum,Mainburg,BS E,1
Stradonice Oppidum,Altenburg-Rheinau,BS E,1
Stradonice Oppidum,Oberpöring,BS E,12
Stradonice Oppidum,Aholming,BS E,1
Stradonice Oppidum,Alttiefenweg,BS E,1
Stradonice Oppidum,Haunersdorf,BS E,3
Stradonice Oppidum,Moos,BS E,1
Stradonice Oppidum,Pankofen,BS E,2
Stradonice Oppidum,Langenisarhofen,BS E,1
Stradonice Oppidum,Gilsenöd,BS E,2
Egglfing,Teisendorf,BS E,5
Egglfing,Sättelstädt,BS E,2
Egglfing,Balsthal,BS E,1
Egglfing,Titelberg,BS E,1
Egglfing,Manching,BS E,5
Egglfing,Dorfen Niederham,BS E,1
Egglfing,Langenpreising Zustorf,BS E,1
Egglfing,Telfs Schlossbichl,BS E,1
Egglfing,Salzburg Stadt,BS E,1
Egglfing,Salzburg,BS E,2
Egglfing,Karlstein,BS E,1
Egglfing,Cífer-Pác,BS E,2
Egglfing,Třísov,BS E,1
Egglfing,Mainburg,BS E,1
Egglfing,Altenburg-Rheinau,BS E,1
Egglfing,Oberpöring,BS E,5
Egglfing,Aholming,BS E,1
Egglfing,Alttiefenweg,BS E,1
Egglfing,Haunersdorf,BS E,3
Egglfing,Moos,BS E,1
Egglfing,Pankofen,BS E,2
Egglfing,Langenisarhofen,BS E,1
Egglfing,Gilsenöd,BS E,2
Teisendorf,Sättelstädt,BS E,2
Teisendorf,Balsthal,BS E,1
Teisendorf,Titelberg,BS E,1
Teisendorf,Manching,BS E,13
Teisendorf,Dorfen Niederham,BS E,1
Teisendorf,Langenpreising Zustorf,BS E,1
Teisendorf,Telfs Schlossbichl,BS E,1
Teisendorf,Salzburg Stadt,BS E,1
Teisendorf,Salzburg,BS E,2
Teisendorf,Karlstein,BS E,1
Teisendorf,Cífer-Pác,BS E,2
Teisendorf,Třísov,BS E,1
Teisendorf,Mainburg,BS E,1
Teisendorf,Altenburg-Rheinau,BS E,1
Teisendorf,Oberpöring,BS E,13
Teisendorf,Aholming,BS E,1
Teisendorf,Alttiefenweg,BS E,1
Teisendorf,Haunersdorf,BS E,3
Teisendorf,Moos,BS E,1
Teisendorf,Pankofen,BS E,2
Teisendorf,Langenisarhofen,BS E,1
Teisendorf,Gilsenöd,BS E,2
Sättelstädt,Balsthal,BS E,1
Sättelstädt,Titelberg,BS E,1
Sättelstädt,Manching,BS E,2
Sättelstädt,Dorfen Niederham,BS E,1
Sättelstädt,Langenpreising Zustorf,BS E,1
Sättelstädt,Telfs Schlossbichl,BS E,1
Sättelstädt,Salzburg Stadt,BS E,1
Sättelstädt,Salzburg,BS E,2
Sättelstädt,Karlstein,BS E,1
Sättelstädt,Cífer-Pác,BS E,2
Sättelstädt,Třísov,BS E,1
Sättelstädt,Mainburg,BS E,1
Sättelstädt,Altenburg-Rheinau,BS E,1
Sättelstädt,Oberpöring,BS E,2
Sättelstädt,Aholming,BS E,1
Sättelstädt,Alttiefenweg,BS E,1
Sättelstädt,Haunersdorf,BS E,2
Sättelstädt,Moos,BS E,1
Sättelstädt,Pankofen,BS E,2
Sättelstädt,Langenisarhofen,BS E,1
Sättelstädt,Gilsenöd,BS E,2
Balsthal,Titelberg,BS E,1
Balsthal,Manching,BS E,1
Balsthal,Dorfen Niederham,BS E,1
Balsthal,Langenpreising Zustorf,BS E,1
Balsthal,Telfs Schlossbichl,BS E,1
Balsthal,Salzburg Stadt,BS E,1
Balsthal,Salzburg,BS E,1
Balsthal,Karlstein,BS E,1
Balsthal,Cífer-Pác,BS E,1
Balsthal,Třísov,BS E,1
Balsthal,Mainburg,BS E,1
Balsthal,Altenburg-Rheinau,BS E,1
Balsthal,Oberpöring,BS E,1
Balsthal,Aholming,BS E,1
Balsthal,Alttiefenweg,BS E,1
Balsthal,Haunersdorf,BS E,1
Balsthal,Moos,BS E,1
Balsthal,Pankofen,BS E,1
Balsthal,Langenisarhofen,BS E,1
Balsthal,Gilsenöd,BS E,1
Titelberg,Manching,BS E,1
Titelberg,Dorfen Niederham,BS E,1
Titelberg,Langenpreising Zustorf,BS E,1
Titelberg,Telfs Schlossbichl,BS E,1
Titelberg,Salzburg Stadt,BS E,1
Titelberg,Salzburg,BS E,1
Titelberg,Karlstein,BS E,1
Titelberg,Cífer-Pác,BS E,1
Titelberg,Třísov,BS E,1
Titelberg,Mainburg,BS E,1
Titelberg,Altenburg-Rheinau,BS E,1
Titelberg,Oberpöring,BS E,1
Titelberg,Aholming,BS E,1
Titelberg,Alttiefenweg,BS E,1
Titelberg,Haunersdorf,BS E,1
Titelberg,Moos,BS E,1
Titelberg,Pankofen,BS E,1
Titelberg,Langenisarhofen,BS E,1
Titelberg,Gilsenöd,BS E,1
Manching,Dorfen Niederham,BS E,1
Manching,Langenpreising Zustorf,BS E,1
Manching,Telfs Schlossbichl,BS E,1
Manching,Salzburg Stadt,BS E,1
Manching,Salzburg,BS E,2
Manching,Karlstein,BS E,1
Manching,Cífer-Pác,BS E,2
Manching,Třísov,BS E,1
Manching,Mainburg,BS E,1
Manching,Altenburg-Rheinau,BS E,1
Manching,Oberpöring,BS E,55
Manching,Aholming,BS E,1
Manching,Alttiefenweg,BS E,1
Manching,Haunersdorf,BS E,3
Manching,Moos,BS E,1
Manching,Pankofen,BS E,2
Manching,Langenisarhofen,BS E,1
Manching,Gilsenöd,BS E,2
Dorfen Niederham,Langenpreising Zustorf,BS E,1
Dorfen Niederham,Telfs Schlossbichl,BS E,1
Dorfen Niederham,Salzburg Stadt,BS E,1
Dorfen Niederham,Salzburg,BS E,1
Dorfen Niederham,Karlstein,BS E,1
Dorfen Niederham,Cífer-Pác,BS E,1
Dorfen Niederham,Třísov,BS E,1
Dorfen Niederham,Mainburg,BS E,1
Dorfen Niederham,Altenburg-Rheinau,BS E,1
Dorfen Niederham,Oberpöring,BS E,1
Dorfen Niederham,Aholming,BS E,1
Dorfen Niederham,Alttiefenweg,BS E,1
Dorfen Niederham,Haunersdorf,BS E,1
Dorfen Niederham,Moos,BS E,1
Dorfen Niederham,Pankofen,BS E,1
Dorfen Niederham,Langenisarhofen,BS E,1
Dorfen Niederham,Gilsenöd,BS E,1
Langenpreising Zustorf,Telfs Schlossbichl,BS E,1
Langenpreising Zustorf,Salzburg Stadt,BS E,1
Langenpreising Zustorf,Salzburg,BS E,1
Langenpreising Zustorf,Karlstein,BS E,1
Langenpreising Zustorf,Cífer-Pác,BS E,1
Langenpreising Zustorf,Třísov,BS E,1
Langenpreising Zustorf,Mainburg,BS E,1
Langenpreising Zustorf,Altenburg-Rheinau,BS E,1
Langenpreising Zustorf,Oberpöring,BS E,1
Langenpreising Zustorf,Aholming,BS E,1
Langenpreising Zustorf,Alttiefenweg,BS E,1
Langenpreising Zustorf,Haunersdorf,BS E,1
Langenpreising Zustorf,Moos,BS E,1
Langenpreising Zustorf,Pankofen,BS E,1
Langenpreising Zustorf,Langenisarhofen,BS E,1
Langenpreising Zustorf,Gilsenöd,BS E,1
Telfs Schlossbichl,Salzburg Stadt,BS E,1
Telfs Schlossbichl,Salzburg,BS E,1
Telfs Schlossbichl,Karlstein,BS E,1
Telfs Schlossbichl,Cífer-Pác,BS E,1
Telfs Schlossbichl,Třísov,BS E,1
Telfs Schlossbichl,Mainburg,BS E,1
Telfs Schlossbichl,Altenburg-Rheinau,BS E,1
Telfs Schlossbichl,Oberpöring,BS E,1
Telfs Schlossbichl,Aholming,BS E,1
Telfs Schlossbichl,Alttiefenweg,BS E,1
Telfs Schlossbichl,Haunersdorf,BS E,1
Telfs Schlossbichl,Moos,BS E,1
Telfs Schlossbichl,Pankofen,BS E,1
Telfs Schlossbichl,Langenisarhofen,BS E,1
Telfs Schlossbichl,Gilsenöd,BS E,1
Salzburg Stadt,Salzburg,BS E,1
Salzburg Stadt,Karlstein,BS E,1
Salzburg Stadt,Cífer-Pác,BS E,1
Salzburg Stadt,Třísov,BS E,1
Salzburg Stadt,Mainburg,BS E,1
Salzburg Stadt,Altenburg-Rheinau,BS E,1
Salzburg Stadt,Oberpöring,BS E,1
Salzburg Stadt,Aholming,BS E,1
Salzburg Stadt,Alttiefenweg,BS E,1
Salzburg Stadt,Haunersdorf,BS E,1
Salzburg Stadt,Moos,BS E,1
Salzburg Stadt,Pankofen,BS E,1
Salzburg Stadt,Langenisarhofen,BS E,1
Salzburg Stadt,Gilsenöd,BS E,1
Salzburg,Karlstein,BS E,1
Salzburg,Cífer-Pác,BS E,2
Salzburg,Třísov,BS E,1
Salzburg,Mainburg,BS E,1
Salzburg,Altenburg-Rheinau,BS E,1
Salzburg,Oberpöring,BS E,2
Salzburg,Aholming,BS E,1
Salzburg,Alttiefenweg,BS E,1
Salzburg,Haunersdorf,BS E,2
Salzburg,Moos,BS E,1
Salzburg,Pankofen,BS E,2
Salzburg,Langenisarhofen,BS E,1
Salzburg,Gilsenöd,BS E,2
Karlstein,Cífer-Pác,BS E,1
Karlstein,Třísov,BS E,1
Karlstein,Mainburg,BS E,1
Karlstein,Altenburg-Rheinau,BS E,1
Karlstein,Oberpöring,BS E,1
Karlstein,Aholming,BS E,1
Karlstein,Alttiefenweg,BS E,1
Karlstein,Haunersdorf,BS E,1
Karlstein,Moos,BS E,1
Karlstein,Pankofen,BS E,1
Karlstein,Langenisarhofen,BS E,1
Karlstein,Gilsenöd,BS E,1
Cífer-Pác,Třísov,BS E,1
Cífer-Pác,Mainburg,BS E,1
Cífer-Pác,Altenburg-Rheinau,BS E,1
Cífer-Pác,Oberpöring,BS E,2
Cífer-Pác,Aholming,BS E,1
Cífer-Pác,Alttiefenweg,BS E,1
Cífer-Pác,Haunersdorf,BS E,2
Cífer-Pác,Moos,BS E,1
Cífer-Pác,Pankofen,BS E,2
Cífer-Pác,Langenisarhofen,BS E,1
Cífer-Pác,Gilsenöd,BS E,2
Třísov,Mainburg,BS E,1
Třísov,Altenburg-Rheinau,BS E,1
Třísov,Oberpöring,BS E,1
Třísov,Aholming,BS E,1
Třísov,Alttiefenweg,BS E,1
Třísov,Haunersdorf,BS E,1
Třísov,Moos,BS E,1
Třísov,Pankofen,BS E,1
Třísov,Langenisarhofen,BS E,1
Třísov,Gilsenöd,BS E,1
Mainburg,Altenburg-Rheinau,BS E,1
Mainburg,Oberpöring,BS E,1
Mainburg,Aholming,BS E,1
Mainburg,Alttiefenweg,BS E,1
Mainburg,Haunersdorf,BS E,1
Mainburg,Moos,BS E,1
Mainburg,Pankofen,BS E,1
Mainburg,Langenisarhofen,BS E,1
Mainburg,Gilsenöd,BS E,1
Altenburg-Rheinau,Oberpöring,BS E,1
Altenburg-Rheinau,Aholming,BS E,1
Altenburg-Rheinau,Alttiefenweg,BS E,1
Altenburg-Rheinau,Haunersdorf,BS E,1
Altenburg-Rheinau,Moos,BS E,1
Altenburg-Rheinau,Pankofen,BS E,1
Altenburg-Rheinau,Langenisarhofen,BS E,1
Altenburg-Rheinau,Gilsenöd,BS E,1
Oberpöring,Aholming,BS E,1
Oberpöring,Alttiefenweg,BS E,1
Oberpöring,Haunersdorf,BS E,3
Oberpöring,Moos,BS E,1
Oberpöring,Pankofen,BS E,2
Oberpöring,Langenisarhofen,BS E,1
Oberpöring,Gilsenöd,BS E,2
Aholming,Alttiefenweg,BS E,1
Aholming,Haunersdorf,BS E,1
Aholming,Moos,BS E,1
Aholming,Pankofen,BS E,1
Aholming,Langenisarhofen,BS E,1
Aholming,Gilsenöd,BS E,1
Alttiefenweg,Haunersdorf,BS E,1
Alttiefenweg,Moos,BS E,1
Alttiefenweg,Pankofen,BS E,1
Alttiefenweg,Langenisarhofen,BS E,1
Alttiefenweg,Gilsenöd,BS E,1
Haunersdorf,Moos,BS E,1
Haunersdorf,Pankofen,BS E,2
Haunersdorf,Langenisarhofen,BS E,1
Haunersdorf,Gilsenöd,BS E,2
Moos,Pankofen,BS E,1
Moos,Langenisarhofen,BS E,1
Moos,Gilsenöd,BS E,1
Pankofen,Langenisarhofen,BS E,1
Pankofen,Gilsenöd,BS E,2
Langenisarhofen,Gilsenöd,BS E,1
